#IsoDatetime,EA kWhd,EM,NE,NO,NT,NW,SC,SE,SO,SW,WM,WN,WS,,EA avg,EA mmscfd,,Total,max(total),,min(total),,avg(total,,Total mmscfd
2015-11-08T00:00:00,19523347,23248669,24247421,21726349,3742967,37162626,20171379,25827421,10457359,6611787,10689741,3202708,18550856,,15800756.39,52.44271047,,225162630,336698043,1117.500805,164630727,546.4093829,248520700.9,824.8402064,747.314769
2015-11-09T00:00:00,20408732,27817994,27006495,22383095,6468751,38889293,20953902,26315565,9718812,8140989,13272886,3318253,19546064,,,,,244240831,,,,,,,810.6353181
2015-11-10T00:00:00,20145587,29405391,26776959,23304176,6628612,36953057,20500252,25862969,8048235,7540748,13491623,3386132,19547380,,,,,241591121,,,,,,,801.8409306
2015-11-11T00:00:00,20607862,29611855,27839009,24174909,6511382,41052093,20813263,26673920,8377750,7978947,14047291,3710198,18211299,,,,,249609778,,,,,,,828.4548532
2015-11-12T00:00:00,21515108,30747183,27252836,23818526,6150781,40560489,22107386,26423253,8781914,8027037,14034235,3985279,21924300,,,,,255328327,,,,,,,847.4347173
2015-11-13T00:00:00,22107294,27588801,27049924,23965010,5890164,40415749,22193260,28609362,9231687,8381695,14333440,3826824,16336643,,,,,249929853,,,,,,,829.5171821
2015-11-14T00:00:00,20198182,24113486,24914998,20661752,3475759,37543056,22410912,27068505,9148226,7400005,11564100,3449945,21197823,,,,,233146749,,,,,,,773.8140599
2015-11-15T00:00:00,19847159,23532558,24389590,20175127,3355105,37447191,20866117,26749586,12485600,6986967,10495281,2936351,15475833,,,,,224742465,,,,,,,745.9202413
2015-11-16T00:00:00,21066162,28642646,28467190,22893235,6293770,40406247,22587941,28335111,16944876,8831989,13327472,3087816,19232464,,,,,260116919,,,,,,,863.3280542
2015-11-17T00:00:00,21335318,29125017,29441729,23838856,6342796,38525817,24683145,28326756,16635263,9617967,14223485,3767356,17994909,,,,,263858414,,,,,,,875.7460761
2015-11-18T00:00:00,21014499,29854707,29495859,23973804,6684112,40543044,24334914,26831973,16380012,7731910,14735583,3462614,14701158,,,,,259744189,,,,,,,862.0909633
2015-11-19T00:00:00,20891962,28829138,29992830,22842633,6538753,40958518,25161209,26634027,18135215,8403258,15126870,3656946,19855953,,,,,267027312,,,,,,,886.2636485
2015-11-20T00:00:00,21325554,26302885,28279802,23366712,6135326,39628214,24896807,28138705,18131036,8849456,14920801,3659282,26932496,,,,,270567076,,,,,,,898.0121252
2015-11-21T00:00:00,21237523,23529967,26535635,20916547,4264026,37475283,24026317,29295727,16857433,8327678,13936627,3725623,16791039,,,,,246919425,,,,,,,819.5255716
2015-11-22T00:00:00,21810437,22881860,26212708,20894153,4600048,40087295,23544485,28406155,17305749,8579109,12708010,3525585,14491538,,,,,245047132,,,,,,,813.3114311
2015-11-23T00:00:00,22311791,28783285,31232312,24202646,7297271,43687068,24585101,29732874,17531680,9571060,15411325,3920510,14075660,,,,,272342583,,,,,,,903.905033
2015-11-24T00:00:00,22002076,30208877,29074858,23398211,7152396,44847052,26050853,28647631,16424685,9224345,15855641,4012580,26680458,,,,,283579663,,,,,,,941.2009015
2015-11-25T00:00:00,21949437,29828594,26947601,24547056,7551043,43816256,26758316,28482915,16101560,8720871,15913758,4098420,17014194,,,,,271730021,,,,,,,901.8719397
2015-11-26T00:00:00,21372472,29150809,24889492,24114473,7272549,40977617,24726639,27588530,15643312,8708077,15801696,3965901,26252246,,,,,270463813,,,,,,,897.6693953
2015-11-27T00:00:00,20642227,25783006,22867383,24377167,6382684,39038749,23832635,27982976,16069661,8232634,14593253,4291610,14896385,,,,,248990370,,,,,,,826.399038
2015-11-28T00:00:00,19739779,22712914,21063800,22107347,4227857,38340109,23280211,27168529,14531891,7704218,12525468,4155723,20807210,,,,,238365056,,,,,,,791.1336209
2015-11-29T00:00:00,19932935,22923519,20314799,22027535,4141131,37568793,24017204,26866426,14618153,7579534,11932611,4249160,19572753,,,,,235744553,,,,,,,782.4361714
2015-11-30T00:00:00,21353149,29348016,24303190,26049972,7272956,40379863,25066691,28160155,15339319,9194593,14492631,3083863,18465293,,,,,262509691,,,,,,,871.2696644
2015-12-01T00:00:00,20764052,30146355,23552284,24559655,7085680,39840515,25138456,26639729,14683256,9318569,14578390,2690324,17804439,,,,,256801704,,,,,,,852.3248556
2015-12-02T00:00:00,21105041,29608143,23272334,25143022,7176183,38322791,24708067,23151276,15980542,8105506,15024762,2999689,18331013,,,,,252928369,,,,,,,839.4692567
2015-12-03T00:00:00,21560673,28945772,25443355,24765160,6753830,38886628,25077124,27762689,16238240,8621651,13760236,4301748,16810753,,,,,258927859,,,,,,,859.381564
2015-12-04T00:00:00,20676134,25923318,25045062,24640774,6435052,38549782,24037501,28139442,17226326,8779698,13977269,4090458,18263101,,,,,255783917,,,,,,,848.9468205
2015-12-05T00:00:00,19016394,22760891,23495938,21658427,3937444,35356885,23205497,27053670,15226676,7417502,11625100,4048198,20493322,,,,,235295944,,,,,,,780.9472381
2015-12-06T00:00:00,19212448,23377581,23603362,21964776,3654789,37070161,23938318,25907291,14898936,7762603,11553332,3731772,24883980,,,,,241559349,,,,,,,801.7354793
2015-12-07T00:00:00,21085457,28953796,27060123,24878846,6813726,37957372,24355637,26821486,17354734,8244644,13803370,3889168,23315734,,,,,264534093,,,,,,,877.9886547
2015-12-08T00:00:00,21462294,30527419,27369702,25123353,7314815,37931388,25762813,21461364,19892275,8598096,15334870,4317448,19404996,,,,,264500833,,,,,,,877.8782647
2015-12-09T00:00:00,21581383,29799792,28126523,25242504,7287491,37235210,25754262,14824706,19234231,8550560,15628698,4088381,20717581,,,,,258071322,,,,,,,856.5387177
2015-12-10T00:00:00,20482438,28015098,27432593,24952168,6848625,39398631,27755477,16075123,17968052,9064312,15313860,4308363,22611382,,,,,260226122,,,,,,,863.6904989
2015-12-11T00:00:00,21193598,26201287,27542284,25458813,6523934,37019248,25305624,16383496,18006082,8633361,14781587,4330527,20906861,,,,,252286702,,,,,,,837.3395639
2015-12-12T00:00:00,19959857,23493921,24514444,22351275,4160980,32989430,25184002,15134579,16144400,6670049,12216769,4149877,22908322,,,,,229877905,,,,,,,762.9647667
2015-12-13T00:00:00,20304748,24606411,25329077,23297277,4510491,35137595,24698758,17912668,15732699,7056537,12043804,4126782,19872012,,,,,234628859,,,,,,,778.733183
2015-12-14T00:00:00,21521180,29209855,27502790,26044706,6928825,37428867,24825135,28491221,16547883,8486028,14332727,3939406,19897824,,,,,265156447,,,,,,,880.0542476
2015-12-15T00:00:00,21461782,28026231,27577053,26665635,6512802,37789729,22158778,28405700,14256264,8954906,14889501,3937383,16323903,,,,,256959667,,,,,,,852.8491348
2015-12-16T00:00:00,20928986,26544964,26494261,24681432,5741852,34973746,20951073,27486195,15293594,7685196,13595034,3912705,21145414,,,,,249434452,,,,,,,827.8729462
2015-12-17T00:00:00,21234547,26878024,25978985,24880879,5665045,33862186,22791038,27683772,17470693,8769543,13774727,4497536,17994611,,,,,251481586,,,,,,,834.6673839
2015-12-18T00:00:00,20378198,24743591,25179474,23338006,5370524,32093834,21672964,27630730,16172723,7890506,13052785,3679885,14571507,,,,,235774727,,,,,,,782.5363189
2015-12-19T00:00:00,18915840,20365669,23336665,20672034,3870221,29805565,21352864,25999778,15328126,6503521,10966265,2908213,17638484,,,,,217663245,,,,,,,722.4243102
2015-12-20T00:00:00,19726443,21364488,22805390,21147537,3653135,31151758,20655450,26670566,18506114,6917788,10471510,3424230,14753025,,,,,221247434,,,,,,,734.3202334
2015-12-21T00:00:00,20913266,23680684,25068449,22631740,6496939,36412024,18955677,27745406,19543722,7359587,12800510,2917437,24375834,,,,,248901275,,,,,,,826.1033317
2015-12-22T00:00:00,19366215,23618928,23688656,21129252,6525638,33957866,19416711,26957250,18968710,7230873,12299406,2843382,21463293,,,,,237466180,,,,,,,788.1502514
2015-12-23T00:00:00,19018318,21522253,22294990,20190309,6245410,31836739,18689931,25328781,18451786,6794807,10421692,2735403,14898122,,,,,218428541,,,,,,,724.9643276
2015-12-24T00:00:00,17082104,16442408,19517958,17749305,4344736,27458471,16865477,17945076,17713877,3796870,6087470,2371028,13103256,,,,,180478036,,,,,,,599.0066015
2015-12-25T00:00:00,16553698,15320102,18798018,15446779,3181543,24209386,17211094,17411189,18329045,2941979,4157652,2083970,9512441,,,,,165156896,,,,,,,548.1557378
2015-12-26T00:00:00,15954642,15190037,17802795,14845188,3130960,25459154,17313844,16835746,18358388,2832167,4063134,1959933,10884739,,,,,164630727,,,,,,,546.4093829
2015-12-27T00:00:00,16849809,16563787,18180334,16533911,3260118,26877666,16146280,20591980,18757150,3721342,4852993,2115118,17568860,,,,,182019348,,,,,,,604.122216
2015-12-28T00:00:00,17585857,17702849,18956488,17010417,3570133,28140255,17261499,22337541,18985832,4482409,5828651,2766060,15576696,,,,,190204687,,,,,,,631.2893562
2015-12-29T00:00:00,18400392,19186819,19534765,17963622,5920578,30308040,18388778,24656118,19369292,4879920,6984913,3545108,14147723,,,,,203286068,,,,,,,674.7064597
2015-12-30T00:00:00,17841128,19390162,20719112,20795444,6102050,29512465,17106314,25893987,19150818,4520196,7194778,3729047,14618415,,,,,206573916,,,,,,,685.6188272
2015-12-31T00:00:00,18161702,18664833,19819937,21102749,4827854,28924490,17557587,24984467,18880275,3757427,6333147,3774278,12828411,,,,,199617157,,,,,,,662.5293441
2016-01-01T00:00:00,17986334,18363064,20278445,18415973,3925174,30309464,17705631,25010697,18290436,3377372,6573863,4446692,13291435,,,,,197974580,,,,,,,657.077631
2016-01-02T00:00:00,18293222,20787792,21524659,18157561,3428068,33063223,17121269,26139542,18061304,5459053,8371932,4636363,14611418,,,,,209655406,,,,,,,695.8462925
2016-01-03T00:00:00,18988387,21844068,21767599,19239365,4001240,35102519,19229406,27141746,18198758,6758532,8827096,5049706,16622847,,,,,222771269,,,,,,,739.3778418
2016-01-04T00:00:00,20997309,26643016,23852926,22665457,7136189,37119182,21482644,28948087,18441057,8492545,13242504,5510582,18993589,,,,,253525087,,,,,,,841.4497638
2016-01-05T00:00:00,21726773,26849196,25536565,23523718,7685523,37172668,21394078,28515277,19344670,9202070,14092457,5581851,23147031,,,,,263771877,,,,,,,875.4588598
2016-01-06T00:00:00,21678586,26919072,26100696,23961157,7393015,40367447,21656119,28352462,19016145,9287389,13781519,6346455,30807987,,,,,275668049,,,,,,,914.9422546
2016-01-07T00:00:00,21635372,27530231,26900899,24128367,7031374,43739928,22508532,28900960,19701388,9346311,14022197,6486634,17850829,,,,,269783022,,,,,,,895.40985
2016-01-08T00:00:00,21886269,25614225,27134138,24686853,6309957,41694422,22878652,24332826,18743939,8648919,13765041,5730937,32063722,,,,,273489900,,,,,,,907.7129781
2016-01-09T00:00:00,19937460,22982063,24338023,21524783,3564360,39142196,20998295,14824623,19199431,7232080,11159693,5129111,15229435,,,,,225261553,,,,,,,747.6430944
2016-01-10T00:00:00,20536709,24303652,24605921,22617055,3881599,41601035,21498398,14870084,20082018,7638107,11696474,5032819,18857369,,,,,237221240,,,,,,,787.3372956
2016-01-11T00:00:00,22293441,29492468,29622393,25651209,6703637,43929022,23218369,25353173,20474073,9169568,15208005,5372686,29652569,,,,,286140613,,,,,,,949.7006945
2016-01-12T00:00:00,21952555,28722281,28945311,26453882,7542243,43840944,24143502,25109580,21089942,9605062,16311507,5247448,16931015,,,,,275895272,,,,,,,915.6964078
2016-01-13T00:00:00,23323972,29989424,28556886,25931305,7314404,44149653,24613589,27707554,21352062,8858463,16461339,4909106,25981218,,,,,289148975,,,,,,,959.685448
2016-01-14T00:00:00,22732290,29783779,27842641,26361761,7447200,44663632,25785742,28157434,20748449,9824746,16131288,4830798,19880237,,,,,284189997,,,,,,,943.2266
2016-01-15T00:00:00,22825102,26958241,27592219,25074238,6878204,43413503,25321511,21117485,21391970,9903021,15882735,4683037,20162611,,,,,271203877,,,,,,,900.1256678
2016-01-16T00:00:00,20525899,23495334,26506063,23036594,4753477,41616429,26457768,18535968,19351183,8436424,13819313,4325186,17039618,,,,,247899256,,,,,,,822.7776307
2016-01-17T00:00:00,19725223,23639897,25615195,23302605,4902316,42815783,24735040,17918879,20228214,7993543,13625062,4392454,18686641,,,,,247580852,,,,,,,821.7208478
2016-01-18T00:00:00,21914533,28422246,29297737,26084001,8280056,44316461,25541831,19543286,21870468,9227323,16425871,4693547,25281730,,,,,280899090,,,,,,,932.3040797
2016-01-19T00:00:00,22185100,30944651,29400895,25505180,8708189,45145563,24897296,18401662,22952992,10081024,17877528,4899235,21338052,,,,,282337367,,,,,,,937.0777211
2016-01-20T00:00:00,22495841,30558231,30544687,24345334,8617752,44948611,23899876,19398911,21090685,10059975,17533892,5150673,28674452,,,,,287318920,,,,,,,953.6114955
2016-01-21T00:00:00,22375959,30050399,29175834,25631621,7934634,43661863,24055804,23638039,20926284,9967540,16768698,3926311,16863512,,,,,274976498,,,,,,,912.6469969
2016-01-22T00:00:00,21082741,27499130,26660517,25111901,6688516,39614280,23153392,32531876,20253501,9431938,14575081,3954047,14137291,,,,,264694211,,,,,,,878.5200863
2016-01-23T00:00:00,19429797,23491480,23893166,22705450,4206611,35220111,22429920,30686085,19326440,7939844,12033083,3278946,18906924,,,,,243547857,,,,,,,808.3353374
2016-01-24T00:00:00,18651824,22755613,22918998,21916697,3829537,35154660,21378817,20909404,9841562,7401672,10887114,3396768,19390572,,,,,218433238,,,,,,,724.9799169
2016-01-25T00:00:00,20671894,26755161,26682788,24576193,7118714,40508244,24747090,17404213,10739721,8693830,14124887,3104017,19821937,,,,,244948689,,,,,,,812.9846988
2016-01-26T00:00:00,20983143,29149218,26349045,24438325,7521601,41352195,22747278,18075470,11358858,8163640,14881977,2776429,23852338,,,,,251649517,,,,,,,835.2247469
2016-01-27T00:00:00,20395291,29172049,27072087,25391178,6964870,42188362,23391636,16804611,16948892,7606552,15102585,2871937,22024967,,,,,255935017,,,,,,,849.4483214
2016-01-28T00:00:00,18669061,28771025,26734344,26157574,7356438,41157850,23564281,17998476,21151261,8609965,14892515,3541228,23637711,,,,,262241729,,,,,,,870.3802986
2016-01-29T00:00:00,16465258,26466302,25034111,24606926,5968329,40489461,23195470,20397678,19369781,8937591,13635930,5252683,22514192,,,,,252333712,,,,,,,837.4955901
2016-01-30T00:00:00,16521033,24654208,24509251,22554490,3876923,38420473,24906997,29818540,18518590,7412975,12330406,4629539,18609605,,,,,246763030,,,,,,,819.0064966
2016-01-31T00:00:00,16431087,24756100,23305908,21560814,3944926,38020087,24725799,29541646,16696704,7836153,11571251,4193869,24974377,,,,,247558721,,,,,,,821.647395
2016-02-01T00:00:00,17208159,27675850,26501917,24350605,6254321,41495883,26293981,30367800,19558918,8398560,14338868,4603786,17751747,,,,,264800395,,,,,,,878.872511
2016-02-02T00:00:00,17704813,30633377,27416804,26971145,7212051,44237521,24551721,30905663,21428081,9200005,16788295,5150355,17288978,,,,,279488809,,,,,,,927.6233571
2016-02-03T00:00:00,17783992,32076730,28234169,27444150,8662434,45698574,22883586,30801987,21353746,9576946,16920194,4607438,22762149,,,,,288806095,,,,,,,958.5474293
2016-02-04T00:00:00,15977982,29395810,26561613,26280421,6380958,41474661,22946611,31458729,18598767,8748184,15574768,4646455,21259523,,,,,269304482,,,,,,,893.8215758
2016-02-05T00:00:00,15848455,27948955,27204714,26872525,6179481,40437015,22640621,31439212,18020961,8416356,14626498,3504580,22472492,,,,,265611865,,,,,,,881.5657799
2016-02-06T00:00:00,14595710,25185035,25240465,23449902,4137796,37543598,20733089,30167120,13317648,6897451,12366603,5220967,17245355,,,,,236100739,,,,,,,783.6183527
2016-02-07T00:00:00,15012277,25776218,25543709,24184079,4620697,39301365,20780878,29657431,11717975,7083023,12719727,4482502,22912172,,,,,243792053,,,,,,,809.1458239
2016-02-08T00:00:00,17095492,29606301,28765476,27056092,7713604,43537696,24385928,30616912,12208566,8883911,15371546,4728785,21007253,,,,,270977562,,,,,,,899.3745283
2016-02-09T00:00:00,17355922,32162655,27342917,25351245,9022135,44624216,22032128,31178702,12106854,9532577,16860733,4971051,25586985,,,,,278128120,,,,,,,923.1072303
2016-02-10T00:00:00,17684820,32063857,28072758,25997507,7935791,43954337,22366091,29187688,10307061,8982989,17219968,4674270,32306778,,,,,280753915,,,,,,,931.8222439
2016-02-11T00:00:00,17703669,31597339,28245401,25651267,7872242,44404588,23872892,32141935,12661781,9375094,17552018,4765677,35469570,,,,,291313473,,,,,,,966.8694169
2016-02-12T00:00:00,16543056,28242565,27805331,25221852,7157160,42746906,22069222,32669454,11811353,8937283,15511307,4915638,27332272,,,,,270963399,,,,,,,899.3275213
2016-02-13T00:00:00,15894322,25801231,26013118,22923796,4952064,39942571,20943002,31658936,11760278,8194979,13648600,4836199,18793908,,,,,245363004,,,,,,,814.3598103
2016-02-14T00:00:00,16069631,25550024,25621248,23570228,5380313,41249952,21743611,30763693,12083056,8152843,13576865,4568158,22169595,,,,,250499217,,,,,,,831.4069012
2016-02-15T00:00:00,18666848,31307183,28582372,25680641,8126686,46586674,22345939,33402508,11679830,9466837,17669606,5155807,39353770,,,,,298024701,,,,,,,989.1439826
2016-02-16T00:00:00,17676665,31773221,27634645,26066009,8338889,45401583,22649099,32689891,11255008,8889841,17496477,5255425,24876762,,,,,280003515,,,,,,,929.3316663
2016-02-17T00:00:00,17602219,30233896,28007564,26420743,9595626,43980511,23450595,32450807,11375282,9182558,17875640,5078799,33311097,,,,,288565337,,,,,,,957.7483535
2016-02-18T00:00:00,17624456,29793333,27717251,27185357,8192624,43942534,24714684,31690688,11325877,9975639,17932546,5202593,29196702,,,,,284494284,,,,,,,944.2365286
2016-02-19T00:00:00,16672894,26254011,26106584,27287284,7517490,41506292,25920114,31620193,10279656,9111493,15204969,5085696,21881961,,,,,264448637,,,,,,,877.7050262
2016-02-20T00:00:00,14702137,22619562,25725591,23678726,4583725,38085361,23491648,30185993,8322763,7540771,12133032,4947705,18762220,,,,,234779234,,,,,,,779.2322776
2016-02-21T00:00:00,14273420,22659826,24283586,24393743,4387026,37841944,23394721,29266472,7660139,7101525,10897205,4982230,22793170,,,,,233935007,,,,,,,776.4302882
2016-02-22T00:00:00,16633197,27218716,28663952,28582085,7009165,42021864,24526680,31332104,10164171,9388996,15726978,4496290,23057941,,,,,268822139,,,,,,,892.2206793
2016-02-23T00:00:00,17464090,30204900,29168299,29774713,7304131,42993615,26063711,29690099,10379167,9791301,17252776,4912505,34954249,,,,,289953556,,,,,,,962.3558524
2016-02-24T00:00:00,17740108,31089556,29778680,27919245,7586878,44166857,25335560,31209592,11319381,9650058,17595484,5086366,36321867,,,,,294799632,,,,,,,978.4399786
2016-02-25T00:00:00,17411229,31151275,29599935,26113575,7824467,42664777,24631811,30737061,11131529,10001296,18351905,4830494,42027027,,,,,296476381,,,,,,,984.0051085
2016-02-26T00:00:00,17347810,27338686,29286380,26120911,6981917,41334422,25224758,31962438,10355094,9310709,15853854,4638001,33075933,,,,,278830913,,,,,,,925.4398002
2016-02-27T00:00:00,15944264,23656159,26468624,24530590,5219549,38925888,22990688,27817058,9366513,8090587,13522933,4435832,21683108,,,,,242651793,,,,,,,805.361301
2016-02-28T00:00:00,15691378,25366034,26299677,24481433,5368106,39751409,23403688,30382486,9877937,8035873,13411669,4273850,19887309,,,,,246230849,,,,,,,817.2401878
2016-02-29T00:00:00,17246652,30065820,29330771,25380773,7223021,42557733,24706211,31344704,9247321,9057470,15983828,4917102,36595277,,,,,283656683,,,,,,,941.4565309
2016-03-01T00:00:00,16424931,30766799,27580565,24875330,7045321,38746990,24442661,29984775,9657062,8607210,16040665,4851784,27751316,,,,,266775409,,,,,,,885.4275825
2016-03-02T00:00:00,17465632,32329403,29672847,26539901,7783860,40757932,24767601,29717964,10953348,9016904,16520773,4850317,27841797,,,,,278218279,,,,,,,923.406468
2016-03-03T00:00:00,14782960,29948477,28214004,25385222,7291177,40641429,25943357,30749548,9841355,9008285,17025476,4727182,33707287,,,,,277265759,,,,,,,920.2450541
2016-03-04T00:00:00,14111392,26932714,28587426,24360459,6812106,41354259,23859893,30582662,11823492,9095110,16033451,4632633,47240342,,,,,285425939,,,,,,,947.3286915
2016-03-05T00:00:00,12735131,24283085,26651932,22887208,4301210,39305517,23646191,26035862,11024482,8246787,14060734,5290491,34985550,,,,,253454180,,,,,,,841.2144234
2016-03-06T00:00:00,12763399,24740585,27704816,22661598,4787258,39514294,24788636,16903751,10868075,8097791,13462479,5029024,32904316,,,,,244226022,,,,,,,810.586167
2016-03-07T00:00:00,13143500,28796907,30456641,25218823,7853362,43094934,26745658,18058858,12220587,9210297,16536240,5097609,43383262,,,,,279816678,,,,,,,928.7115543
2016-03-08T00:00:00,12617985,29347601,29612098,25331106,8124370,41070826,24970982,18491524,10843842,9186836,16319249,5037517,43244287,,,,,274198223,,,,,,,910.0639021
2016-03-09T00:00:00,12113499,30006385,30337809,25250043,7905611,41230706,23313856,20595684,11131679,8899477,16880958,5350289,39844614,,,,,272860610,,,,,,,905.6243646
2016-03-10T00:00:00,12151897,28706620,31597955,26504182,7579556,42136403,22697517,31439353,10178307,9077344,16838579,5044328,43777284,,,,,287729325,,,,,,,954.9736297
2016-03-11T00:00:00,13261524,27107673,31374199,25518599,6971191,39971130,22816343,31289760,9478375,8628453,15584007,4888627,41353646,,,,,278243527,,,,,,,923.4902661
2016-03-12T00:00:00,11828767,23373150,26119517,21307368,4683240,37312096,21099070,30468250,9078062,7664888,12956947,4329850,35207490,,,,,245428695,,,,,,,814.5778387
2016-03-13T00:00:00,12051379,24698211,25954029,21043190,4419687,37187683,21283047,30259180,9596189,7182201,12632981,4145223,26940761,,,,,237393761,,,,,,,787.9098928
2016-03-14T00:00:00,13939118,28348070,28953554,22961362,7189288,41301951,23490790,30729917,10775343,8316257,15320525,4647693,31106621,,,,,267080489,,,,,,,886.440143
2016-03-15T00:00:00,13829283,29839505,29597801,22737892,7487798,40497051,24495978,31043710,10257466,8863235,16339411,4435732,30346715,,,,,269771577,,,,,,,895.3718641
2016-03-16T00:00:00,14496690,29283036,29070410,22766384,7215591,41037440,24495709,29798982,10683004,8329989,16108260,4255207,48399726,,,,,285940428,,,,,,,949.0362805
2016-03-17T00:00:00,14460589,28696065,27345059,21724807,6850928,41155237,24047997,31643707,11418874,9461711,16739056,4751721,35222565,,,,,273518316,,,,,,,907.8072908
2016-03-18T00:00:00,13902540,25940505,28067610,21665575,6616773,38001593,23746564,31986121,11368835,9378852,15819444,4861650,37723870,,,,,269079932,,,,,,,893.0762943
2016-03-19T00:00:00,12514345,22672003,26400126,19388374,4490682,37357182,22824523,31036263,9819273,7552585,13447957,4918239,33569655,,,,,245991207,,,,,,,816.444816
2016-03-20T00:00:00,12073474,23551046,25439240,19425877,4215471,37463727,21118218,30534582,10697449,7863396,12494630,4858623,32992246,,,,,242727979,,,,,,,805.6141623
2016-03-21T00:00:00,13672676,27646118,28292673,21434259,7211982,40708241,22072898,30916126,11088473,8651187,15314292,4687670,31881049,,,,,263577644,,,,,,,874.8142004
2016-03-22T00:00:00,13420532,28173359,28121857,20779658,7253680,40337571,21339191,29723159,12488089,9255324,15494423,4492736,42254381,,,,,273133960,,,,,,,906.5316132
2016-03-23T00:00:00,13516963,27965561,28512735,21142340,6720629,40846644,21736494,30275851,11522752,8485037,14887582,4422962,35191321,,,,,265226871,,,,,,,880.2879848
2016-03-24T00:00:00,13154410,26403362,28914116,20320251,6056166,37439212,22407714,30223031,11773880,7936454,15030178,4348659,29018960,,,,,253026393,,,,,,,839.7945984
2016-03-25T00:00:00,11101314,21980187,24975524,18819940,4037607,34985619,22576167,29340388,10653052,5908216,12783356,4315960,21818887,,,,,223296217,,,,,,,741.1201442
2016-03-26T00:00:00,10163298,18849725,24503413,17437223,3669837,32565202,23197107,28222490,10023695,5768343,10707325,4120369,14010754,,,,,203238781,,,,,,,674.5495141
2016-03-27T00:00:00,11170426,19300367,25033396,18583069,3998396,34899052,24578760,28754261,10710380,5686346,10478933,3883190,17964459,,,,,215041035,,,,,,,713.7211952
2016-03-28T00:00:00,11863622,21129587,26035040,21121337,4929961,35757038,24016367,28572261,10769396,6346159,11564273,4328805,27350073,,,,,233783919,,,,,,,775.9288272
2016-03-29T00:00:00,13215830,23520003,28886977,21950638,6974723,38445519,23563335,28133631,9034371,8517556,13767627,4214775,29632774,,,,,249857759,,,,,,,829.2779021
2016-03-30T00:00:00,13426363,25050086,30191744,21950052,7109731,36550469,22336715,26572084,10681902,7980909,14906992,4446566,24802681,,,,,246006294,,,,,,,816.4948898
2016-03-31T00:00:00,13356389,25209195,30217921,20174225,7067031,38100754,23667687,19221487,11417446,8924352,15566761,4618122,29009681,,,,,246551051,,,,,,,818.3029383
2016-04-01T00:00:00,12399183,24554119,28395505,19611473,6562290,37383252,22081025,18081190,10764234,7974957,14847210,4760367,29032829,,,,,236447634,,,,,,,784.7696972
2016-04-02T00:00:00,10771849,21887500,26885870,18002884,4141466,33179583,21019470,18184194,10781800,6588838,12367073,4819366,33514479,,,,,222144372,,,,,,,737.2971707
2016-04-03T00:00:00,10731907,21947705,26111217,18017810,4417277,33817278,21817094,25494784,10767816,6853799,11256668,4665521,34105302,,,,,230004178,,,,,,,763.3838668
2016-04-04T00:00:00,12672093,24994805,30357191,20793046,6432920,37285429,22617656,34956674,11380100,8107506,13825642,4439115,32722660,,,,,260584837,,,,,,,864.881074
2016-04-05T00:00:00,11735580,27030736,28494678,22541838,6793702,38308672,21013598,34178666,11250686,7829834,14367364,4573446,23004292,,,,,251123092,,,,,,,833.4775423
2016-04-06T00:00:00,12784895,27923864,28234283,21844856,7362403,39305353,22425569,25679923,10944283,8052966,14786434,4304566,31937414,,,,,255586809,,,,,,,848.2926191
2016-04-07T00:00:00,13110989,27269730,29073950,21066975,7058368,38503124,22503382,35600915,10623643,8750006,15201059,4835967,31743813,,,,,265341921,,,,,,,880.6698358
2016-04-08T00:00:00,11813313,25137078,29291293,20787501,6015046,37064111,21935954,35230096,11015762,8170321,14298375,4246265,39435138,,,,,264440253,,,,,,,877.6771997
2016-04-09T00:00:00,10777517,22046285,28383807,18028585,4188170,34940241,22054690,35247889,10155187,7370607,12788354,4471027,32932207,,,,,243384566,,,,,,,807.7933746
2016-04-10T00:00:00,11121471,22326087,27276179,18616551,4525071,34965031,23815878,22226157,10227788,7191031,11734027,4384428,26781189,,,,,225190888,,,,,,,747.4085573
2016-04-11T00:00:00,12793809,26357049,30005248,20900497,6955848,38775521,24582846,33859258,10876394,8060333,14311189,5056962,31591343,,,,,264126297,,,,,,,876.6351797
2016-04-12T00:00:00,13523788,26230252,29709967,21990492,7215705,40097881,25636387,34297334,10839722,8097680,14992593,4827350,32392732,,,,,269851883,,,,,,,895.6383997
2016-04-13T00:00:00,12936043,26790608,28977397,21310857,6896308,39026929,23663712,30698458,11011129,7883541,14342627,4968018,29018863,,,,,257524490,,,,,,,854.7237823
2016-04-14T00:00:00,12949103,26980372,30985621,21460871,6262607,38156182,23796258,30491773,10987100,8241186,14533769,4735863,40299160,,,,,269879865,,,,,,,895.7312719
2016-04-15T00:00:00,13233095,25542272,28740900,21917686,5781790,38331654,24525933,30813897,11231156,7974600,14780788,4944269,36311034,,,,,264129074,,,,,,,876.6443966
2016-04-16T00:00:00,12660898,22292490,26916996,18839312,4323981,34640130,24575333,31723959,10580031,7241337,12740701,4840077,20870344,,,,,232245589,,,,,,,770.8231099
2016-04-17T00:00:00,12548955,22714433,25745300,17338699,4507168,33575644,22087270,30094422,10562343,7093654,12196602,4899103,20009850,,,,,223373443,,,,,,,741.3764573
2016-04-18T00:00:00,13555701,27203875,29023551,19653725,6270642,36477478,23092707,31636310,10927280,8015863,14529173,5133062,30171712,,,,,255691079,,,,,,,848.6386912
