#IsoDatetime,EA kWhd,EM,NE,NO,NT,NW,SC,SE,SO,SW,WM,WN,WS,,EA avg,EA mmscfd,,Total,max(total),,min(total),,avg(total,,Total mmscfd
2016-09-12T00:00:00,14383036,25942117,26283537,22693249,6036367,33717093,22146374,28856158,18316851,7173408,11998194,3052434,45234393,,,,,265833211,,,,,,,882.3004273
2016-09-13T00:00:00,13990474,26444596,25525167,23521945,6243227,33174257,22432385,28441893,18294713,8648887,12516579,2872326,32879250,,,,,254985699,,,,,,,846.297535
2016-09-14T00:00:00,14544387,26772533,26244245,23928730,6270003,29379274,21958060,25891308,12804693,6968859,12511834,3237159,47298061,,,,,257809146,,,,,,,855.6685556
2016-09-15T00:00:00,15041675,26054326,25686520,24145809,6031255,32308004,20728142,26948336,10382679,7041257,12264370,3807342,39909416,,,,,250349131,,,,,,,830.9087658
2016-09-16T00:00:00,14570954,25314628,26368289,25211647,5594586,29164515,22834269,27347601,7923475,6955918,12277859,3914779,46149779,,,,,253628299,,,,,,,841.7923244
2016-09-17T00:00:00,13522102,22110873,24035759,23608138,3560549,32905441,23687299,27251014,8884583,6399303,10107132,3957767,48836667,,,,,248866627,,,,,,,825.988335
2016-09-18T00:00:00,13592003,22840014,23576088,22839225,4441118,27185162,23993950,27215126,8348710,6419570,8784571,3850499,46881534,,,,,239967570,,,,,,,796.4523648
2016-09-19T00:00:00,14843446,27524356,25541305,24579412,6612608,35675658,25008143,28208987,10793385,7705522,11987343,3972642,47958865,,,,,270411672,,,,,,,897.4963394
2016-09-20T00:00:00,15245535,29106290,27853621,24162442,6512830,30143937,24990020,26036497,9567493,7680041,12926225,4403762,51110162,,,,,269738855,,,,,,,895.2632597
2016-09-21T00:00:00,15125288,28143465,27286561,24196281,6383180,32658863,23842515,27147034,8436222,6907388,12422408,3923678,46537388,,,,,263010271,,,,,,,872.9310894
2016-09-22T00:00:00,14638051,28327791,27476440,23853478,5862657,31466289,24096880,27683255,8770639,7373174,12821768,3933291,46184016,,,,,262487729,,,,,,,871.1967726
2016-09-23T00:00:00,14689202,26084986,26655413,23134681,5250340,31187129,23688414,27725440,8155199,6976543,12184092,3694174,40237084,,,,,249662697,,,,,,,828.6304913
2016-09-24T00:00:00,13806555,21983488,23393826,21632366,2721180,29478050,23066396,28618616,6584394,5788724,9922211,3306534,20588046,,,,,210890386,,,,,,,699.9451911
2016-09-25T00:00:00,13745166,22705677,22211508,22733007,3065442,30606372,22287325,27928018,7258644,6059564,9755466,3498957,33858711,,,,,225713857,,,,,,,749.1442914
2016-09-26T00:00:00,6459135,12936600,27549706,25228276,5309785,33824030,24184190,29542350,7030385,7063447,12535616,4101029,47032708,,,,,242797257,,,,,,,805.844096
2016-09-27T00:00:00,14842099,28442616,28066057,25805705,5699515,31579029,24048956,28417421,12482494,7331728,13132922,3783317,43900747,,,,,267532606,,,,,,,887.9407193
2016-09-28T00:00:00,14423897,27703154,27160160,25327431,5600731,30942469,24520003,27407530,16330949,6748851,12777611,3623597,43552846,,,,,266119229,,,,,,,883.2497211
2016-09-29T00:00:00,15009332,28991494,26774650,25381802,5535697,32532050,24858689,28561795,17349964,7812883,13478022,3686844,44501270,,,,,274474492,,,,,,,910.9808389
2016-09-30T00:00:00,14583151,26789374,28949644,24827925,4939321,35594411,23147057,29986735,18221190,7498860,13411338,3619049,48141086,,,,,279709141,,,,,,,928.354639
2016-10-01T00:00:00,13813336,23295499,27965437,22305452,3435567,33134437,23383995,34224525,17978261,6380153,11919295,3755033,48529603,,,,,270120593,,,,,,,896.5302482
2016-10-02T00:00:00,14040299,23748902,26173447,23445065,3790258,32169518,21586875,34754056,17226885,6563040,10959877,3715258,38048965,,,,,256222445,,,,,,,850.402295
2016-10-03T00:00:00,16041973,28760844,29459450,23970879,6236325,35669283,20986267,34177516,18183513,7065757,13823544,3329127,20148547,,,,,257853025,,,,,,,855.81419
2016-10-04T00:00:00,16627718,30019443,27627538,21156462,6882886,35069932,20857338,31508959,18549071,6736954,14206989,3506337,23216936,,,,,255966563,,,,,,,849.5530226
2016-10-05T00:00:00,17500252,31144204,27144550,21381398,6828391,35279805,22714663,23589327,18435776,6513943,14507178,3444783,16890437,,,,,245374707,,,,,,,814.3986525
2016-10-06T00:00:00,19840194,29913372,30387935,21249872,6380517,34556020,21983830,18098028,17725120,7125786,14959302,3466792,18613808,,,,,244300576,,,,,,,810.8336117
2016-10-07T00:00:00,19519119,28421056,29229592,22730159,5809138,32565686,21088603,34802063,17662101,7623482,14447933,3668038,15965028,,,,,253531998,,,,,,,841.4727014
2016-10-08T00:00:00,17445437,24158920,27288151,20809283,3928877,31000986,19962609,34596364,17244430,5982290,11526437,3654563,16300002,,,,,233898349,,,,,,,776.3086203
2016-10-09T00:00:00,18182989,23919257,26829907,21834684,4182003,32722738,19363849,34808077,17894380,6420018,12348035,3798615,27658056,,,,,249962608,,,,,,,829.625896
2016-10-10T00:00:00,19514204,28760108,29777033,23033028,7039186,36992555,19814328,33192544,20182423,7740331,13855043,4073535,48561306,,,,,292535624,,,,,,,970.9257361
2016-10-11T00:00:00,19167621,29132228,28795436,22652404,7340212,38104250,18923024,31788029,20129161,7890820,14313806,3520583,49689599,,,,,291447173,,,,,,,967.3131672
2016-10-12T00:00:00,19561069,28471784,28813333,22299151,7073699,38399352,20219061,26837552,20347621,7506708,14190592,3749724,47861556,,,,,285331202,,,,,,,947.0142594
2016-10-13T00:00:00,19791761,27841760,29253077,21692646,6946725,38543815,20922839,16930368,20213138,7542821,14633597,4046999,41004532,,,,,269364078,,,,,,,894.0193749
2016-10-14T00:00:00,19403174,27878681,29534482,24074614,6344340,35961400,20893784,33126023,19678274,7882655,13688325,3718044,38993742,,,,,281177538,,,,,,,933.2282486
2016-10-15T00:00:00,18327902,24716590,25694196,23569519,4579627,32678157,21288721,32866392,18291469,6547615,11488955,3550712,38476951,,,,,262076806,,,,,,,869.8329191
2016-10-16T00:00:00,17941599,25572641,25436051,23031812,4576229,33433015,19980734,31624683,17326892,6306613,10938135,3626704,41070796,,,,,260865904,,,,,,,865.8139354
2016-10-17T00:00:00,19781147,30885743,28984331,24198524,6810051,37239889,21725260,33219036,19686056,7545747,13417111,3834016,45199002,,,,,292525913,,,,,,,970.8935052
2016-10-18T00:00:00,19753943,31757437,28812326,24469486,7327743,39179436,20702051,34074822,19757628,7985179,13998755,3957207,48593282,,,,,300369295,,,,,,,996.9256901
2016-10-19T00:00:00,20261908,31227253,30890514,24201866,6937425,37795239,20385199,34365636,20593012,7226931,13641430,3937617,49886981,,,,,301351011,,,,,,,1000.184006
2016-10-20T00:00:00,20380877,30615242,31040341,24343311,7201486,37851624,21189770,33922890,20420158,7468963,14527175,3604359,50507979,,,,,303074175,,,,,,,1005.903187
2016-10-21T00:00:00,20116742,28083528,29890786,24875126,6672490,35410072,20730293,34202211,20422853,7712078,13186429,3432407,47704724,,,,,292439739,,,,,,,970.6074937
2016-10-22T00:00:00,18897676,24948876,27929043,22625288,4908138,33914181,19598353,34508829,19034758,6824381,11766393,3772087,47260528,,,,,275988531,,,,,,,916.0059344
2016-10-23T00:00:00,18876726,25563168,24981446,22527544,5044520,35334224,21068217,33522714,18678884,6718240,11462026,3328567,41767352,,,,,268873628,,,,,,,892.3915713
2016-10-24T00:00:00,20660871,29061087,29910544,25289318,7256936,38467268,23473968,29305312,19930367,7760329,13904040,3732806,46742385,,,,,295495231,,,,,,,980.7486717
2016-10-25T00:00:00,20674412,29897538,29063341,27030139,7326856,39191354,22451482,29502850,18516747,7688859,14679818,3518933,47978840,,,,,297521169,,,,,,,987.4727599
2016-10-26T00:00:00,20038906,29166115,29335233,27006366,7471836,37501572,21359294,28485434,18492858,7438909,14356596,3432319,52522988,,,,,296608426,,,,,,,984.4433659
2016-10-27T00:00:00,20215945,28319973,29439273,26793791,7344107,37318175,21712808,28631246,17590492,7924426,14140372,3255934,52226599,,,,,294913141,,,,,,,978.816715
2016-10-28T00:00:00,19729632,25280101,29476294,25597404,6763973,36410759,20231609,21703002,18105936,7777664,13052679,3298812,50033444,,,,,277461309,,,,,,,920.8940846
2016-10-29T00:00:00,19601030,22927718,28734036,25049834,5022011,35428183,21586062,17608464,19940366,6586702,11843894,3586044,48908530,,,,,266822874,,,,,,,885.5851188
2016-10-30T00:00:00,19633855,23424456,26347356,24530208,4980828,34387162,21213141,16960167,19627002,7005606,11044251,3508560,45134453,,,,,257797045,,,,,,,855.6283924
2016-10-31T00:00:00,20804278,27618074,27990375,25984125,6288276,37830217,22209190,21774032,19245796,7865941,14055792,3429932,46897365,,,,,281993393,,,,,,,935.9360714
2016-11-01T00:00:00,21014912,30018073,30735247,26821769,7899949,39091913,21988972,34879285,20721131,7911290,15036065,3937617,36615020,,,,,296671243,,,,,,,984.6518555
2016-11-02T00:00:00,21021915,31068693,31581444,28619831,7537541,40463891,21699546,35981629,21488337,8026564,15621249,3769513,29838092,,,,,296718245,,,,,,,984.8078552
2016-11-03T00:00:00,20713170,32278551,30681535,29075875,8214348,38224283,20891542,35547753,21144436,9016795,16138991,3589784,35024481,,,,,300541544,,,,,,,997.4973845
2016-11-04T00:00:00,20789668,28879723,30724919,28909241,7347663,36286167,20710167,31721974,20988943,8386508,15228697,3714293,39421965,,,,,293109928,,,,,,,972.831851
2016-11-05T00:00:00,20321636,25668654,26924708,26500743,5444868,34722171,20359720,17831915,19837827,7162892,12405217,3296750,23920446,,,,,244397547,,,,,,,811.1554585
2016-11-06T00:00:00,20621738,26956530,27372222,25729088,5768713,35098322,20918388,30453857,20776855,7792799,13356035,3512001,15156666,,,,,253513214,,,,,,,841.4103573
2016-11-07T00:00:00,22493618,32597334,32230570,27266154,8037387,40591849,22086179,37368271,22083878,9478862,17184805,4041224,29358819,,,,,304818950,,,,,,,1011.694095
2016-11-08T00:00:00,22408609,33561572,32613142,26142613,8790279,40398270,23702289,37849664,21399410,9452303,17631350,3698684,31993315,,,,,309641500,,,,,,,1027.700139
2016-11-09T00:00:00,22717750,33560934,32680069,26074941,7913737,42044419,23130590,36564742,20830720,9268775,16119246,3588629,44666665,,,,,319161217,,,,,,,1059.296079
2016-11-10T00:00:00,22203162,32024707,31186465,25174392,8722755,42798359,22362220,37578778,19962299,8866665,17236956,3920598,48705174,,,,,320742530,,,,,,,1064.544457
2016-11-11T00:00:00,21288521,30586405,29672658,25393647,7964044,40540329,20214625,35118262,19149430,8167993,16175324,3963355,39727846,,,,,297962439,,,,,,,988.937335
2016-11-12T00:00:00,19817066,26312264,27561843,23082396,5353677,36652869,19454677,31039454,17870219,6127016,12372173,3900743,40644798,,,,,270189195,,,,,,,896.7579382
2016-11-13T00:00:00,18876381,27390257,26684853,24047565,5897836,38946523,19875985,31155258,19351466,6571834,12014497,4119115,49241569,,,,,284173139,,,,,,,943.1706483
2016-11-14T00:00:00,19420575,30883790,29350389,27252607,7798362,41273444,20457948,34890436,20386671,7138528,14705504,3878996,46908802,,,,,304346052,,,,,,,1010.124547
2016-11-15T00:00:00,18579347,31343136,28892037,28102524,8784212,41267634,22372427,35999916,20046782,7242822,15598011,3634444,47693824,,,,,309557116,,,,,,,1027.420068
2016-11-16T00:00:00,18458097,33205315,28764289,27351554,9413085,41275729,24120896,33920434,20749847,7289100,16021698,3665129,19911282,,,,,284146455,,,,,,,943.0820841
2016-11-17T00:00:00,20225945,33821425,29618203,30614150,8338929,40892378,23642492,34060542,21288790,7736961,16490287,3603666,50408880,,,,,320742648,,,,,,,1064.544849
2016-11-18T00:00:00,20039144,30564366,29581053,29610358,8330385,39240451,23612941,36683569,21273362,8120913,16628468,4015946,47586260,,,,,315287216,,,,,,,1046.43827
2016-11-19T00:00:00,18108331,27086988,27682536,26178583,6145010,36886287,23011786,34506071,19796430,6555045,13195259,3823358,40507349,,,,,283483033,,,,,,,940.8801865
2016-11-20T00:00:00,18752458,27317779,27757540,27328997,6233183,37846585,25124694,34716805,20501621,6566979,13769754,3555134,23299260,,,,,272770789,,,,,,,905.3262487
2016-11-21T00:00:00,19460522,30333027,29636963,29361420,8035911,44235399,24714453,33556345,21539059,7886059,16139167,4082089,14757726,,,,,283738140,,,,,,,941.7268867
2016-11-22T00:00:00,20032842,32329045,28859278,28379013,8480435,44075523,25759615,33693767,21900834,7735738,16604676,3821301,46456432,,,,,318128499,,,,,,,1055.868488
2016-11-23T00:00:00,20304865,32175921,29494043,28731750,7879220,42441171,28182065,34029312,21688478,8065029,16482565,3967180,40219170,,,,,313660769,,,,,,,1041.040092
2016-11-24T00:00:00,19472343,32456414,28936893,29164235,8229766,43090910,26703106,36683839,21511741,8091720,16503294,3746985,32669897,,,,,307261143,,,,,,,1019.799734
2016-11-25T00:00:00,20660880,28751696,28086233,30048601,7796374,41564414,23727421,36809155,21233863,7521618,15269982,4047109,45190219,,,,,310707565,,,,,,,1031.238408
2016-11-26T00:00:00,19558719,25859995,23862671,26473978,6164709,38463449,21995273,35883574,19595839,6337850,13449657,3917947,34604236,,,,,276167897,,,,,,,916.6012501
2016-11-27T00:00:00,19675852,27000932,22057742,27587372,5673127,37527848,21791220,35595266,19574841,6844872,12719077,3916836,45973079,,,,,285938064,,,,,,,949.0284344
2016-11-28T00:00:00,21297427,33155665,25490782,27835407,8545059,42018530,24350630,37179511,21563803,8567729,16504524,4240093,40837292,,,,,311586452,,,,,,,1034.155434
2016-11-29T00:00:00,22345279,35796794,25786973,28854653,9129788,44838365,23256682,38324085,21443526,9660545,17960297,4366868,38829617,,,,,320593472,,,,,,,1064.049734
2016-11-30T00:00:00,22358586,34506869,26562566,27813754,8464769,41834855,22227221,36993206,21298170,9820665,17289180,4231117,51155718,,,,,324556676,,,,,,,1077.203608
2016-12-01T00:00:00,22184023,38869000,26581044,26909871,9125068,39365909,23636533,35740232,21780807,10309199,15738008,4290143,40325940,,,,,314855777,,,,,,,1045.006324
2016-12-02T00:00:00,21783630,37464120,26058725,26707504,8067282,38488079,24687307,36933359,21568174,10109394,14806980,3982688,50629164,,,,,321286406,,,,,,,1066.349582
2016-12-03T00:00:00,19648725,33408320,25331594,23425642,5988908,37590727,24821884,36489230,20270813,7895475,12560460,3718198,48966700,,,,,300116676,,,,,,,996.0872476
2016-12-04T00:00:00,20730540,34527800,27286150,25426820,6380474,39001280,25906070,35902875,20551724,8177908,12212806,3901227,46100068,,,,,306105742,,,,,,,1015.964958
2016-12-05T00:00:00,22302845,43584482,31200721,29680080,8876545,43614315,23945473,38276172,22427933,9759756,16599961,4040267,42389493,,,,,336698043,,,,,,,1117.500805
2016-12-06T00:00:00,21679546,40057680,30406924,29450885,9071932,43653733,23884782,36759140,21527820,9299159,16991782,3774452,47330064,,,,,333887899,,,,,,,1108.173937
2016-12-07T00:00:00,20683683,39134741,26488194,28060697,7663000,40166562,20383004,32584664,20630123,8615292,13822441,3912051,17989462,,,,,280133914,,,,,,,929.7644606
2016-12-08T00:00:00,20008348,36660536,27409167,25870153,7756410,40076757,21253400,33008416,20534600,8755092,14630596,4026605,46351875,,,,,306341955,,,,,,,1016.748949
2016-12-09T00:00:00,20631212,35049003,27768820,22915097,6897733,37153037,20125941,33704146,20987945,8985522,14191279,3948824,40653269,,,,,293011828,,,,,,,972.5062571
2016-12-10T00:00:00,19704201,25901194,26391335,22470563,4917426,35551325,22154913,31630752,19774598,7680435,11823263,4209568,33996261,,,,,266205834,,,,,,,883.537163
2016-12-11T00:00:00,20117996,32444654,25625907,23800976,5595294,37825960,20497796,34647119,19911809,8027271,11815059,4112845,29640342,,,,,274063028,,,,,,,909.6151899
2016-12-12T00:00:00,21654738,41521084,29426248,27214489,7923269,42828045,21265678,36741870,21080703,9419297,15876190,4071045,35252443,,,,,314275099,,,,,,,1043.079054
2016-12-13T00:00:00,20727114,36826163,28977289,25247939,7686652,40891031,19988870,36573451,20581876,8589857,14624357,3968987,38087496,,,,,302771082,,,,,,,1004.897221
2016-12-14T00:00:00,20467558,36664419,28447881,25629814,7330894,40568942,20822553,34607079,19830277,9109106,14482434,3761351,50533291,,,,,312255599,,,,,,,1036.376333
2016-12-15T00:00:00,20770146,36976192,28224300,27450558,8113645,40074824,20089087,34934694,20530522,9029167,13825655,3877995,51640170,,,,,315536955,,,,,,,1047.267154
2016-12-16T00:00:00,17393384,35034065,27692329,26804612,7028832,38902957,19241247,37093424,20456263,8955543,14893506,4100459,51706354,,,,,309302975,,,,,,,1026.576574
2016-12-17T00:00:00,16383425,26016758,25282010,25043998,5119987,36249397,19130999,36904595,19004597,7539092,12002704,3232306,49668347,,,,,281578215,,,,,,,934.5580956
2016-12-18T00:00:00,16530918,32278753,26350461,22575854,5524726,36014095,18387024,36306497,19431653,7347576,11650651,3417656,51938909,,,,,287754773,,,,,,,955.0580916
2016-12-19T00:00:00,17693662,39753530,28868409,26610138,7885434,39610923,19740905,36676695,21547458,8815014,14925465,3243922,50197786,,,,,315569341,,,,,,,1047.374643
2016-12-20T00:00:00,19588584,35786179,28710777,26316449,8229245,41615474,21313369,34162433,20912273,8836622,15356202,3494689,35162969,,,,,299485265,,,,,,,993.9915945
2016-12-21T00:00:00,18935833,35174986,28705776,27515826,6938137,40193004,20123265,33468904,20577428,8068359,13639252,2809202,36653643,,,,,292803615,,,,,,,971.8151982
2016-12-22T00:00:00,18280572,33553212,27631254,25913605,7744318,39571785,21961351,34660661,20857723,8364285,12848854,3601917,36757918,,,,,291747455,,,,,,,968.3098031
2016-12-23T00:00:00,15866932,28484863,24434265,24252890,6563277,33160924,22160405,29494211,20223433,6466076,9773584,2530847,30495997,,,,,253907704,,,,,,,842.7196696
2016-12-24T00:00:00,13878848,17179844,21453065,22215821,4518191,27708338,19619270,6990347,19093398,4332103,5009033,2130183,25211443,,,,,189339884,,,,,,,628.419075
2016-12-25T00:00:00,13893128,21794468,21594787,21474217,4219360,26509760,17406799,6113024,18990137,3420707,3885028,1996544,10281375,,,,,171579334,,,,,,,569.4718095
2016-12-26T00:00:00,14358598,27590662,21039638,22582340,5016277,29037247,19015425,7025225,20107248,4277356,4932562,2023010,23033690,,,,,200039278,,,,,,,663.9303637
2016-12-27T00:00:00,16188509,26492862,24601495,22723895,5545056,32986990,17170948,26095840,20499744,5284298,6989366,2393083,48737740,,,,,255709826,,,,,,,848.7009125
2016-12-28T00:00:00,16994161,27980909,25964474,24305459,7236915,35992740,16776847,31593947,20242324,5858403,8833385,2728517,50420017,,,,,274928098,,,,,,,912.4863573
2016-12-29T00:00:00,17344081,28086839,26086180,24446980,8233722,36236499,16430124,30368441,20106419,5943148,8864427,2729199,50632282,,,,,275508341,,,,,,,914.4121838
2016-12-30T00:00:00,16917860,27240224,24625140,24771557,6737644,34345481,16804455,32165892,20535696,5567225,8626992,2850556,48752270,,,,,269940992,,,,,,,895.9341524
2016-12-31T00:00:00,15886092,18866727,22878037,24024552,5354996,30911388,15432435,29511996,20479012,4167555,7224489,2616911,28062746,,,,,225416936,,,,,,,748.1588106
2017-01-01T00:00:00,16031664,23320746,23913666,24532578,5680759,33413587,15579465,29281669,19213256,5026180,7620072,2877226,12893762,,,,,219384630,,,,,,,728.137587
2017-01-02T00:00:00,17554010,32821884,25023387,26214140,6456520,37867593,17172548,33093319,20769502,7077979,10788012,3367694,34350872,,,,,272557460,,,,,,,904.6182097
2017-01-03T00:00:00,18804457,34932260,28651037,26548636,8654929,42224258,18042956,34363638,21783295,8760845,14374888,3713215,30834460,,,,,291688874,,,,,,,968.1153728
2017-01-04T00:00:00,18924183,36874871,29825200,27177592,8071102,43224503,19985182,35212713,21592845,9085105,15963288,3735006,16730414,,,,,286402004,,,,,,,950.5682513
2017-01-05T00:00:00,21197301,30593310,29654442,25733271,8840339,45062009,21847350,35450403,22681290,9783130,16994512,3583965,39901177,,,,,311322499,,,,,,,1033.279374
2017-01-06T00:00:00,19257952,29260968,28534331,25586607,7961675,41063770,21227329,34673977,20640179,9297196,15196348,3972815,52400677,,,,,309073824,,,,,,,1025.816022
2017-01-07T00:00:00,17426916,24621300,25162532,25069180,5051427,36262688,20950231,33727247,19702068,7461111,11381977,3657500,54917408,,,,,285391585,,,,,,,947.2146706
2017-01-08T00:00:00,16674826,24655941,26414439,26228383,5326945,37566598,21237831,33021497,16741606,7606021,11573791,3528866,47369425,,,,,277946169,,,,,,,922.5033349
2017-01-09T00:00:00,18141202,28273355,30258884,28821575,7608639,43977671,22399467,34794742,19851874,9455942,14592291,3711685,22256271,,,,,284143598,,,,,,,943.0726018
2017-01-10T00:00:00,19631563,30170017,28378622,27997644,7429140,42963719,23927858,34318766,19367346,9242261,15174346,4194118,22257507,,,,,285052907,,,,,,,946.0905983
2017-01-11T00:00:00,19261715,31371824,29337505,27446136,6817984,44855589,25567893,34470344,19048312,9017679,15737349,4163381,18748753,,,,,285844464,,,,,,,948.717776
2017-01-12T00:00:00,19221754,31588623,30079676,29034551,7989783,45712458,27508252,35024458,20652793,10792207,16265556,3884781,40120923,,,,,317875815,,,,,,,1055.02983
2017-01-13T00:00:00,19112617,29203625,27409382,29258302,7794661,45123841,26837257,37861639,19882079,10329143,15877400,3940776,37094308,,,,,309725030,,,,,,,1027.977375
2017-01-14T00:00:00,17636670,25997612,25606298,26217549,5948606,40249904,24842850,36717723,18894722,7733604,13147035,4003813,47831884,,,,,294828270,,,,,,,978.5350281
2017-01-15T00:00:00,18297922,26320668,25696530,25285132,5969629,39625767,23699699,34915333,16673730,7826691,12113597,3777840,52192448,,,,,292394986,,,,,,,970.4589585
2017-01-16T00:00:00,19558950,32123597,29424644,28474015,8471834,41904517,24633392,37218234,20655287,9613527,15176081,4019037,52324661,,,,,323597776,,,,,,,1074.021019
2017-01-17T00:00:00,20374487,33668343,28684473,28660505,9245729,42451382,24972694,37096890,20046964,9701461,16962413,3720864,52860072,,,,,328446277,,,,,,,1090.113193
2017-01-18T00:00:00,19769972,32910296,28140615,30296448,8080737,41411713,25365015,38170445,20356570,10125392,16897298,3595702,54809350,,,,,329929553,,,,,,,1095.036186
2017-01-19T00:00:00,19836675,33088616,28235655,29199590,9258947,41219453,27010891,39036251,20837709,10327912,17212210,3169518,53852442,,,,,332285869,,,,,,,1102.856799
2017-01-20T00:00:00,19142643,30929885,26587883,27931819,8535871,41102986,25051380,38422672,21702255,9868668,16342161,3413630,47336220,,,,,316368073,,,,,,,1050.025634
2017-01-21T00:00:00,18618294,27303061,24745857,25414336,6464904,38753226,22528288,36839545,20886603,8397187,13669348,3845644,48182525,,,,,295648818,,,,,,,981.2584269
2017-01-22T00:00:00,19170898,28336759,25788628,27808727,6633073,40277171,21543584,36434073,12637522,8567194,13814225,3921225,49262164,,,,,294195243,,,,,,,976.4340115
2017-01-23T00:00:00,19248201,32642555,28890029,29403853,8886857,43849855,22350346,36886883,11824173,10323698,16532035,3914229,46767730,,,,,311520444,,,,,,,1033.936354
2017-01-24T00:00:00,19264220,33236650,28502265,28768660,9008647,42786398,21796484,36114439,13189444,10448199,16809760,4050981,55138273,,,,,319114420,,,,,,,1059.14076
2017-01-25T00:00:00,18434809,34006700,24836809,28261075,8722222,42894119,21289456,36821041,13324425,10370715,16986242,3729410,54390680,,,,,314067703,,,,,,,1042.390706
2017-01-26T00:00:00,19642644,35074533,26280609,29167834,9850092,45318342,23320317,38234358,13819014,10617695,18202471,3673236,55399468,,,,,328600613,,,,,,,1090.625435
2017-01-27T00:00:00,18354542,30213789,27249588,30250791,8319445,41319816,23373406,36932832,12506335,9199256,16133821,3597316,45074154,,,,,302525091,,,,,,,1004.080777
2017-01-28T00:00:00,15911186,25601939,22072712,27141558,6183314,37580728,21790520,35671232,12547210,7863490,13191750,3463322,34373020,,,,,263391981,,,,,,,874.1979849
2017-01-29T00:00:00,16733029,27773031,21356545,26093787,6458283,38657232,22810041,36216016,16711335,8031967,12757236,3463807,52393192,,,,,289455501,,,,,,,960.7028078
2017-01-30T00:00:00,18085541,31954112,25054159,27236653,8752523,41961311,23828771,37320790,20493870,8903562,16050826,3822577,50593674,,,,,314058369,,,,,,,1042.359727
2017-01-31T00:00:00,18778738,32965632,23339408,28297431,8762962,41286337,23025727,37161072,20634628,8825632,16243156,4255383,55175172,,,,,318751278,,,,,,,1057.935492
2017-02-01T00:00:00,17941859,31822878,22524948,27418389,7754178,39961618,22878026,33924560,20471114,8710084,15344274,4087974,47182475,,,,,300022377,,,,,,,995.7742693
2017-02-02T00:00:00,15864107,32593814,23878481,25910824,8218555,39938620,22622913,33571367,20748683,9004435,15541985,3651467,23085203,,,,,274630454,,,,,,,911.4984768
2017-02-03T00:00:00,17507425,30826203,22331635,26290168,8188883,39619993,21701227,35181452,21507486,9000810,15176237,4224906,50443620,,,,,302000045,,,,,,,1002.338149
2017-02-04T00:00:00,13463409,27170493,22367223,25590410,6387033,38213225,22096628,35512444,18951943,7064758,12882295,5155950,44835722,,,,,279691533,,,,,,,928.296198
2017-02-05T00:00:00,13765305,28114300,23998548,26860282,6778615,39484393,22153739,36705161,19619898,7633273,12859537,5283983,36618990,,,,,279876024,,,,,,,928.9085237
2017-02-06T00:00:00,15201093,32408392,28445598,28998152,8992010,43430059,23433434,37235029,20677874,9486928,15760099,4943240,36805258,,,,,305817166,,,,,,,1015.007174
2017-02-07T00:00:00,15420409,33439285,28349691,29238978,8907312,42219641,24432382,36428198,20522049,9401684,16325845,4599639,54015525,,,,,323300638,,,,,,,1073.034818
2017-02-08T00:00:00,15566086,33749859,30638319,29285052,8624915,45275168,26044482,37841808,21573198,9253171,16788552,4850450,45516166,,,,,325007226,,,,,,,1078.698983
2017-02-09T00:00:00,16084022,35065206,27175334,29519523,8828559,42312768,26069592,39331062,21568622,10295487,17393376,5292870,56675522,,,,,335611943,,,,,,,1113.896039
2017-02-10T00:00:00,15898414,32362385,28571098,29202565,9582826,42144770,25041291,38540844,22004723,10407310,16531163,5417995,48630172,,,,,324335556,,,,,,,1076.46971
2017-02-11T00:00:00,14232100,28127176,26086403,28343456,7242680,39195315,22613275,37671344,20942735,8481780,13559316,5287797,44116312,,,,,295899689,,,,,,,982.0910678
2017-02-12T00:00:00,14692250,28912851,26297955,27112885,7351931,41485207,24137523,36029074,19881002,8348194,13359511,5515641,16305303,,,,,269429327,,,,,,,894.2359363
2017-02-13T00:00:00,15752772,33993179,26628619,27444468,9103568,44909248,26410915,37675438,20501922,9370634,15965945,4135511,50224834,,,,,322117053,,,,,,,1069.106499
2017-02-14T00:00:00,14993740,34490819,26372807,27289720,8573792,41788650,25829570,37850923,19112973,9821008,16638926,4488392,49935415,,,,,317186735,,,,,,,1052.742773
2017-02-15T00:00:00,14129163,33158829,26689117,28236956,7633438,42176881,24079722,35599470,19273115,8996963,15268649,3744719,37901905,,,,,296888927,,,,,,,985.3743487
2017-02-16T00:00:00,13855457,32735835,26665296,27146004,8286290,43532026,22618938,36110034,20469856,9359581,16414793,3722496,46836021,,,,,307752627,,,,,,,1021.430969
2017-02-17T00:00:00,14120843,30317386,25539113,25669163,7697144,39791977,22291953,29519687,20010361,8967873,14592259,3783779,17156020,,,,,259457558,,,,,,,861.139635
2017-02-18T00:00:00,12956562,26816295,23664472,21634152,6247994,37162539,20901201,16302521,17678666,7456754,12788721,3914931,16417405,,,,,223942213,,,,,,,743.2642049
2017-02-19T00:00:00,12945084,26668235,24591867,22207967,6232065,37004663,21663344,30102076,17008667,7857331,12288316,4138519,16132695,,,,,238840829,,,,,,,792.7127115
2017-02-20T00:00:00,13879711,31488589,25966320,26736617,7733016,41212194,24073683,33849973,16620175,8772006,14063632,4346089,43427580,,,,,292169585,,,,,,,969.7108526
2017-02-21T00:00:00,14216277,32515263,29018632,27340021,7261925,41019198,24640818,19447377,17887287,9052346,15619275,4899081,36398497,,,,,279315997,,,,,,,927.049794
