IsoDatetime,EA,EM,NE,NO,NT,NW,SC,SE,SO,SW,WM,WN,WS,,EA avg,EA mmscfd,,Total,max(total),,min(total),,avg(total,
2015-11-08T00:00:00,89281166,126460020,81061853,72425091,117771640,153607715,120621996,113849976,77266196,63044690,104278170,13171687,38950826,,99194528.17,329.226639,,1171791026,3442548895,11425.81978,245508924,814.8441188,1202678999,3991.691597
2015-11-09T00:00:00,101212266,140741090,86452803,68785523,131681400,163208490,127275408,125500005,85289705,72350735,119206522,13938752,45210310,,,,,1280853009,,,,,,
2015-11-10T00:00:00,79600982,103059107,60804601,50728667,115151737,118952481,103623676,111349062,74673627,62621280,89604328,10417935,39984952,,,,,1020572435,,,,,,
2015-11-11T00:00:00,82528044,110524168,65115496,56981565,118570820,125805236,111758963,113941254,75714093,63090622,95910329,10748009,40320266,,,,,1071008865,,,,,,
2015-11-12T00:00:00,89858043,123515751,75692516,69242405,121317446,149254833,129345573,115766649,80593797,72656248,111665607,12617060,45575414,,,,,1197101342,,,,,,
2015-11-13T00:00:00,120954371,162893919,106418110,89902213,163347519,196147265,159455808,154161792,103773948,88271456,141171390,16887279,53456106,,,,,1556841176,,,,,,
2015-11-14T00:00:00,126085451,160229077,101797777,86866547,161681331,184923142,147101648,165823588,104507882,84950070,133257651,15449011,49757665,,,,,1522430840,,,,,,
2015-11-15T00:00:00,89265621,116123384,73391657,62134031,123605794,137498444,127736822,122528788,80192999,67521980,99186554,11593741,41337434,,,,,1152117249,,,,,,
2015-11-16T00:00:00,98741203,136629615,88704050,77783333,132932105,166580228,152657239,126429853,85658371,74155617,118849110,14094719,45873112,,,,,1319088555,,,,,,
2015-11-17T00:00:00,102348740,152033597,96206900,88374841,134726675,178216859,160989700,128349687,87693629,74741661,127599123,15494651,45296000,,,,,1392072063,,,,,,
2015-11-18T00:00:00,106324304,155253945,98832351,89301458,140966578,178567445,152398408,135552359,92057759,77099101,130199775,15023319,47542387,,,,,1419119189,,,,,,
2015-11-19T00:00:00,119601805,171733449,103885805,87796510,155401382,191779331,148741588,148520837,98137609,81179620,141058211,16470236,49711480,,,,,1514017863,,,,,,
2015-11-20T00:00:00,141569575,195306594,121703874,99433404,184365389,229520678,167930657,182820168,121262278,98522283,163637039,19575660,57953089,,,,,1783600688,,,,,,
2015-11-21T00:00:00,192514594,229228520,139311147,114906293,239167244,254427786,182372053,253150715,157504907,119366233,192718132,20915556,67374493,,,,,2162957673,,,,,,
2015-11-22T00:00:00,189253342,233383555,138408134,112774302,247501374,247217583,173404076,260405738,163750797,119159703,191048650,20318003,66184039,,,,,2162809296,,,,,,
2015-11-23T00:00:00,189525237,244816759,144685354,116069326,245978940,272460560,179687180,249601248,164507930,129951138,211912600,22832974,74935785,,,,,2246965031,,,,,,
2015-11-24T00:00:00,162409086,211005807,124877204,102732776,213365827,231123116,164725790,214097272,137400568,111384973,177240997,19656104,64502422,,,,,1934521942,,,,,,
2015-11-25T00:00:00,158297233,194491386,118567056,99655646,208111459,212369496,162133605,209263595,128623309,101368749,165053628,18579649,58428262,,,,,1834943073,,,,,,
2015-11-26T00:00:00,147516466,179950158,107941806,88444312,190715841,191055953,139737421,194139477,116636987,91131305,147840414,15951458,52691394,,,,,1663752992,,,,,,
2015-11-27T00:00:00,132792803,168743761,100567327,84273591,178143576,192070526,149822068,178851465,111189888,92814090,144101390,16998475,54759141,,,,,1605128101,,,,,,
2015-11-28T00:00:00,160820313,206820720,123740536,100671975,208103646,226371812,172818309,213288828,137187046,111549445,173036022,19567832,63583673,,,,,1917560157,,,,,,
2015-11-29T00:00:00,140818985,189898627,120951965,100654013,182207715,217823802,181773620,183438012,116764759,97324783,156406383,18560768,57950861,,,,,1764574293,,,,,,
2015-11-30T00:00:00,141606534,201373379,131053339,114474734,178732996,232453097,194473470,170504928,112796085,95056972,162073112,19633575,59389194,,,,,1813621415,,,,,,
2015-12-01T00:00:00,122676607,177331313,116325157,106078018,157187433,206197058,182276232,146321272,97966595,83800051,140451522,17088049,52106979,,,,,1605806286,,,,,,
2015-12-02T00:00:00,113151108,161664985,101082034,88069682,155532990,187027782,156493680,151987920,97924302,83512649,136517564,16189784,53084726,,,,,1502239206,,,,,,
2015-12-03T00:00:00,115999353,156102534,103281251,97968139,157134614,189221542,177682115,155234383,98729040,81997220,129671518,16103531,51629093,,,,,1530754333,,,,,,
2015-12-04T00:00:00,133013153,176827192,110188396,95512603,174988409,201624066,171886780,172215238,112749507,92181531,146333253,17046343,54533264,,,,,1659099735,,,,,,
2015-12-05T00:00:00,126443548,163429674,99002529,83594079,168708269,183831736,141527713,172467236,108223025,89737661,136034313,16272396,51491053,,,,,1540763232,,,,,,
2015-12-06T00:00:00,106592253,143848123,93834936,81703827,145199384,176592472,150791108,148841699,92758541,77142707,116231822,15276854,46021351,,,,,1394835077,,,,,,
2015-12-07T00:00:00,107571161,148020836,97462434,87881586,146902519,173431865,155314335,143623712,89479350,74317877,117335256,14820322,46469448,,,,,1402630701,,,,,,
2015-12-08T00:00:00,120784468,161308367,99688976,84990791,163431230,187636988,148031756,161905015,103635268,86673701,135948080,17028339,54971059,,,,,1526034038,,,,,,
2015-12-09T00:00:00,144583749,196791032,118475190,98357959,187583560,216849422,163116218,190303943,125686558,101512089,164556484,18570620,60034351,,,,,1786421175,,,,,,
2015-12-10T00:00:00,135467622,190324033,116578416,97903661,175314360,214396412,177828734,178248207,114338712,97708414,160268832,18641606,59935086,,,,,1736954095,,,,,,
2015-12-11T00:00:00,147844637,207227921,133121124,111433145,187435149,234966282,189041809,183625902,119862157,101793414,169695140,20389839,62052159,,,,,1868488678,,,,,,
2015-12-12T00:00:00,147291407,203302457,132966028,112201124,181472683,231122542,184891218,181571138,114759854,94191998,160494155,19576038,57106459,,,,,1820947101,,,,,,
2015-12-13T00:00:00,141629723,205108975,134538173,113452257,179141162,242824854,207647540,170240441,105243606,87704113,163011370,19939193,54875461,,,,,1825356868,,,,,,
2015-12-14T00:00:00,144647752,192365837,122646917,106564745,185270526,218204378,194577018,180917744,114141578,94250363,157085763,19359541,58523459,,,,,1788555621,,,,,,
2015-12-15T00:00:00,130848377,178153950,114436933,96423109,167486883,200905954,171991490,163432918,102959647,86337837,142631509,17432884,54175373,,,,,1627216864,,,,,,
2015-12-16T00:00:00,108279083,144973536,91042401,76654673,144526633,168585831,140514938,139777638,90673182,76409339,118780875,14719234,48931051,,,,,1363868414,,,,,,
2015-12-17T00:00:00,106132624,139583062,85293429,71217795,140629485,158332781,124841355,136496844,90711920,75067777,117526477,13982313,47720333,,,,,1307536195,,,,,,
2015-12-18T00:00:00,109109061,146055611,87587678,71602978,142970453,166187459,125740727,140139391,90645749,75200847,123046153,14500686,45314253,,,,,1338101046,,,,,,
2015-12-19T00:00:00,90485480,116424385,69288858,56880374,121642889,136640563,104764509,121744455,78507283,66618377,99831573,12502220,39999500,,,,,1115330466,,,,,,
2015-12-20T00:00:00,103393170,136510419,81870048,69545670,139030194,157437084,129961399,138333456,90917247,77203927,112894587,14649626,46635208,,,,,1298382035,,,,,,
2015-12-21T00:00:00,135290277,185846262,111595201,92175550,173403040,205702876,156800582,173169176,114847119,95525490,153190666,17553083,55007974,,,,,1670107296,,,,,,
2015-12-22T00:00:00,112066799,157716373,97334731,83243786,148828317,182198513,149406230,147684341,97636124,84554216,132487972,16203135,51294882,,,,,1460655419,,,,,,
2015-12-23T00:00:00,123350860,172206923,107807473,93709995,161476633,200625210,168239964,159633093,106918994,91466251,147746749,17547899,54625290,,,,,1605355334,,,,,,
2015-12-24T00:00:00,131500762,178649137,109931363,94549834,170520899,206352110,165481518,170955291,113569134,96341370,153485401,18022290,57481163,,,,,1666840272,,,,,,
2015-12-25T00:00:00,124476454,169950030,106560632,94477556,155349779,193696342,162779956,157437954,78045569,85324461,142270632,16403818,51046370,,,,,1537819553,,,,,,
2015-12-26T00:00:00,92778993,124870849,79991098,81889155,124388301,150920264,161476288,125434640,80729709,67654688,104745015,12898292,41478224,,,,,1249255516,,,,,,
2015-12-27T00:00:00,94184876,132871967,89643788,85692371,122486051,170918786,154777461,126752046,81284748,66776838,109236418,14525976,42093688,,,,,1291245014,,,,,,
2015-12-28T00:00:00,110443343,145452483,93136082,81243997,141229206,171171089,143078342,144741032,72301340,79321833,121659824,15060532,47141062,,,,,1365980165,,,,,,
2015-12-29T00:00:00,114181490,147401382,92502174,81279920,153343942,175827970,141836668,154212450,100529568,82664955,127086073,15854082,48415518,,,,,1435136192,,,,,,
2015-12-30T00:00:00,120494545,152436439,93605718,80630047,159907300,175663126,142870315,163648029,106465210,87668413,129213229,15999526,51140053,,,,,1479741950,,,,,,
2015-12-31T00:00:00,136707308,177475963,111297091,92455510,183664135,218134798,172728954,188677338,123909620,106208059,156629508,20069879,61862111,,,,,1749820274,,,,,,
2016-01-01T00:00:00,156644154,204222387,125856400,103912005,202040600,269195895,175776897,212745381,138018827,112164469,174112473,21001206,63453384,,,,,1959144078,,,,,,
2016-01-02T00:00:00,133460653,172181846,108098170,91632228,175395368,197733911,151540352,183304991,114439262,94178032,143407897,17319844,53149417,,,,,1635841971,,,,,,
2016-01-03T00:00:00,140767459,177234002,106667952,90366666,187236989,202283711,152282675,195047458,123706585,98024517,152558629,18165301,57054466,,,,,1701396410,,,,,,
2016-01-04T00:00:00,150427822,197930061,120571938,97756563,199313420,221111121,164863844,202516712,131022289,107339102,168611959,19732436,62877393,,,,,1844074660,,,,,,
2016-01-05T00:00:00,145170612,188543062,114563804,99575947,192971357,214663778,177476311,197588028,132259776,106696157,160752451,19376689,62472671,,,,,1812110643,,,,,,
2016-01-06T00:00:00,151181349,190966377,115901730,103281675,202744649,220832567,176465060,206149194,137770681,109432289,166925175,20202119,66602637,,,,,1868455502,,,,,,
2016-01-07T00:00:00,167413258,218885186,131541706,108443766,219203375,244024880,184334047,221573058,144169501,116730873,187541695,22399781,69157635,,,,,2035418761,,,,,,
2016-01-08T00:00:00,174417369,225611724,134212059,117019856,226443750,244940199,204599409,227728728,150508605,121163423,191661710,21954463,70313746,,,,,2110575041,,,,,,
2016-01-09T00:00:00,150963904,198823415,120533916,103872679,198925716,222656130,198015071,204169791,131254496,111553176,167589436,20109165,64224859,,,,,1892691754,,,,,,
2016-01-10T00:00:00,158393913,207169475,126485674,106883651,210055163,235853756,185666158,221789844,141084292,118436466,180021656,21340436,69431748,,,,,1982612232,,,,,,
2016-01-11T00:00:00,173659752,234622914,145459287,121814514,226010915,258084665,188126219,228142061,152096682,125964114,198533457,23421662,72661315,,,,,2148597557,,,,,,
2016-01-12T00:00:00,185965922,237135147,142938252,119324729,247142101,262908793,193829298,251939273,168346288,138238863,208883467,24261207,79701485,,,,,2260614825,,,,,,
2016-01-13T00:00:00,190273219,244349425,146610475,121818420,249297395,271197692,209737214,251100860,168978855,139501521,215148127,24804027,83910796,,,,,2316728026,,,,,,
2016-01-14T00:00:00,216444643,270009014,162985958,137635295,277971486,288155132,218002519,281842689,182571689,145907179,234220542,26480252,85090212,,,,,2527316610,,,,,,
2016-01-15T00:00:00,215763168,266977525,161984335,134275002,279917634,299357133,221067692,291306221,187939843,151765183,232777809,26525018,87780296,,,,,2557436859,,,,,,
2016-01-16T00:00:00,208971062,259751685,156830128,130275124,272968851,312045593,230332731,288849078,185236664,147147059,225154621,25931832,85527548,,,,,2529021976,,,,,,
2016-01-17T00:00:00,202728054,260192622,156376183,131348790,268318075,302383151,215794910,285350592,178577277,137350975,226129160,24451939,78486057,,,,,2467487785,,,,,,
2016-01-18T00:00:00,212466457,263335082,155781163,130300889,277836172,285029571,215950081,285644064,182632407,143432156,223369620,24554199,82189701,,,,,2482521562,,,,,,
2016-01-19T00:00:00,224958684,263531143,144903007,120518285,292249686,270908091,209060697,290793192,203688375,155964357,230653967,23750801,86816097,,,,,2517796382,,,,,,
2016-01-20T00:00:00,218416404,249756628,145948748,124680432,295556752,270435456,207800707,294811009,206598305,166005527,240835902,25099763,94302299,,,,,2540247932,,,,,,
2016-01-21T00:00:00,217233035,270252103,159664207,130714523,278166783,291239234,206726380,269123458,176902023,145334798,235438517,27075078,85562430,,,,,2493432569,,,,,,
2016-01-22T00:00:00,192596333,231030607,136691491,114103837,245336308,242204763,172422000,242367874,153593525,118070080,190829607,21825368,69257186,,,,,2130328979,,,,,,
2016-01-23T00:00:00,162828933,198304730,117658167,97854411,217284522,220407956,156047773,214708392,140280761,107584336,168947148,20801307,60920978,,,,,1883629414,,,,,,
2016-01-24T00:00:00,127692146,158915924,94049975,80989969,170668072,177921084,131168833,168928251,110644286,86802944,132926563,17221243,52640778,,,,,1510570068,,,,,,
2016-01-25T00:00:00,130643625,169327232,98540072,82932002,178021459,190589830,140069722,167504081,121920460,97205722,148876891,18881951,59206199,,,,,1603719246,,,,,,
2016-01-26T00:00:00,152213258,193293242,112408024,95403005,202685374,209457382,157910259,194607878,137781467,110984811,166748826,20638914,65755038,,,,,1819887478,,,,,,
2016-01-27T00:00:00,134513642,176617403,108523215,91805941,185699806,204090262,173770018,180170797,126580256,101364793,153536530,20506312,61681881,,,,,1718860856,,,,,,
2016-01-28T00:00:00,161064379,214257078,128721193,106334555,213497793,237734667,187654128,205145579,146307548,117902147,184941746,23496239,71007352,,,,,1998064404,,,,,,
2016-01-29T00:00:00,144066430,183830397,115238180,98096614,195201053,210397055,185281378,192243319,132558612,108040919,156949526,19136767,65741935,,,,,1806782185,,,,,,
2016-01-30T00:00:00,153138422,204659737,134947700,111925619,204325187,244450813,205199885,199609671,134731469,111055816,172044188,21311120,65154954,,,,,1962554581,,,,,,
2016-01-31T00:00:00,153067867,201373867,129537619,107371582,196726262,231529910,187285039,192613319,129687795,107406335,162966922,19612784,64400910,,,,,1883580211,,,,,,
2016-02-01T00:00:00,136312513,180609869,114493191,98838192,181759767,207598009,187255403,174167435,121676031,102250617,155796268,18882836,63579806,,,,,1743219937,,,,,,
2016-02-02T00:00:00,156914536,216904522,136264790,113952864,206026412,251386138,201984324,194085792,136027994,113678867,181173222,22440448,68815465,,,,,1999655374,,,,,,
2016-02-03T00:00:00,186783688,229705517,135631823,110998791,237979268,250690194,192782489,232188434,160211906,127909645,198097453,22963491,75261651,,,,,2161204350,,,,,,
2016-02-04T00:00:00,158283101,198362076,119287662,98838513,203086265,223745004,176968124,194891632,129916516,107401134,166534104,19292627,63805646,,,,,1860412404,,,,,,
2016-02-05T00:00:00,143296844,183339694,112163875,92942782,191741246,212905948,167941120,182293599,125133675,105448947,159143880,20816043,63723870,,,,,1760891523,,,,,,
2016-02-06T00:00:00,140064599,181175135,115900434,97911133,188311436,219593175,174954573,185114652,126091771,106382914,157732310,20050207,62966583,,,,,1776248922,,,,,,
2016-02-07T00:00:00,151976751,198358818,121038174,101150441,201926501,226428430,187252743,197786609,136267743,116957988,173924216,21120077,67744187,,,,,1901932678,,,,,,
2016-02-08T00:00:00,172513415,224841809,135152635,103576056,229596879,253069721,177321313,220460151,156441032,133647604,198302731,23792722,78074147,,,,,2106790215,,,,,,
2016-02-09T00:00:00,177075135,222014004,135182708,110282869,231303132,252842254,184351219,227061201,158177624,133912078,197864786,23657059,78386279,,,,,2132110348,,,,,,
2016-02-10T00:00:00,178972449,215975842,132931847,107901115,237487336,242005920,189904065,232159888,161448641,131726987,192499827,22541682,74910703,,,,,2120466302,,,,,,
2016-02-11T00:00:00,182782611,224833932,139904929,112017296,236981429,246668743,191424818,232754845,163697110,131581732,197414214,23219169,79344381,,,,,2162625209,,,,,,
2016-02-12T00:00:00,190402307,232344580,143222755,112971488,247872910,254505571,203152236,246114889,162712611,130443200,196142401,23949158,75572266,,,,,2219406372,,,,,,
2016-02-13T00:00:00,191229190,230757000,138756251,111914220,250150064,255356222,205291296,251215439,165526730,134110486,198663229,23428545,76681283,,,,,2233079955,,,,,,
2016-02-14T00:00:00,189789563,230830073,138847735,115771643,250909385,256624957,205277904,250135982,165007787,135489607,198947071,23864646,75947104,,,,,2237443457,,,,,,
2016-02-15T00:00:00,206542519,257964202,156107483,128425120,272610181,282458213,211199064,270235507,184224630,147428451,224999871,25413570,83239184,,,,,2450847995,,,,,,
2016-02-16T00:00:00,196485176,253012049,151578767,130195229,257991990,292848312,211804047,251631496,176152499,145308561,221157068,25940491,83759783,,,,,2397865468,,,,,,
2016-02-17T00:00:00,194118570,253002090,148364397,122133074,254070172,274498254,201570258,246627714,174606628,138200621,214355535,24142821,78326982,,,,,2324017116,,,,,,
2016-02-18T00:00:00,181596877,227658252,138781252,114242422,241186222,264716381,200785277,237528605,158776494,131345661,199501831,23486847,76639092,,,,,2196245213,,,,,,
2016-02-19T00:00:00,176563993,227442444,139176947,115236932,234120667,264598844,197643863,231629684,157639512,129808374,198078624,23271466,75859037,,,,,2171070387,,,,,,
2016-02-20T00:00:00,146445347,189263784,123896486,102171543,195249517,232660739,189645341,192212427,128268695,108885881,158727894,20397655,65850364,,,,,1853675673,,,,,,
2016-02-21T00:00:00,120220735,156836747,106485518,96275480,165763452,198630494,185375230,164466926,111070528,93797392,130683949,17050748,60369567,,,,,1607026766,,,,,,
2016-02-22T00:00:00,146399877,194543872,123501583,104977950,193995498,233250858,183034330,184426449,129400180,108851797,164710549,19526149,66673399,,,,,1853292491,,,,,,
2016-02-23T00:00:00,166519523,209876719,128583539,111590886,215661109,238534838,194257683,208370293,147172013,118628142,181917852,20648452,70369002,,,,,2012130051,,,,,,
2016-02-24T00:00:00,184933522,228804605,139090283,116221578,241662177,264394144,205739591,235832297,166705652,131139810,201893601,22524522,73715952,,,,,2212657734,,,,,,
2016-02-25T00:00:00,193458356,223730466,139851811,121233647,258343355,266631773,210427743,253332911,171881767,135363765,201245856,23722555,77775626,,,,,2276999631,,,,,,
2016-02-26T00:00:00,189754833,230754658,142415724,117658325,250098979,253292041,198989867,245306194,163378919,138338797,191468211,22794154,78076476,,,,,2222327178,,,,,,
2016-02-27T00:00:00,185862706,225340581,140749388,111951139,253643917,253623369,187617838,250736035,164669219,135880677,191599463,21768937,75839677,,,,,2199282946,,,,,,
2016-02-28T00:00:00,183355553,221486826,129501540,105990940,248440232,245237169,182305689,247941157,166193229,133025670,194286639,21448780,75387789,,,,,2154601213,,,,,,
2016-02-29T00:00:00,175910217,235986148,142721875,119674847,235060195,278563781,198790697,227063508,156223493,137339887,211498190,25812659,82474007,,,,,2227119504,,,,,,
2016-03-01T00:00:00,162336443,202995989,127370057,103549448,217598867,239800488,174149212,211561188,139227966,117386929,172348712,19962267,70030737,,,,,1958318303,,,,,,
2016-03-02T00:00:00,183058107,230579100,143325786,111172235,243632947,270950336,190384048,233781843,161803987,133961305,206621442,24504917,78795274,,,,,2212571327,,,,,,
2016-03-03T00:00:00,166972427,218653322,134313626,108719301,221806250,253693942,178545364,210240012,149877808,122325781,195491888,22100094,71470379,,,,,2054210194,,,,,,
2016-03-04T00:00:00,163394288,236494621,149871787,115883651,220877067,286720104,179650216,206596147,151083165,127224508,207653035,25223333,75584299,,,,,2146256221,,,,,,
2016-03-05T00:00:00,190519255,221730084,133321803,105040317,251361823,247044624,171686253,246156890,166212731,125556673,192733544,22161430,69311421,,,,,2142836848,,,,,,
2016-03-06T00:00:00,182596282,228087645,137719354,109924015,243249415,250536052,179599381,235999784,162622270,130229038,198864192,23825389,76223512,,,,,2159476329,,,,,,
2016-03-07T00:00:00,192578926,233587117,140383548,116901327,250869281,251293796,178396051,240480190,164097252,134997753,201829945,23789493,78842177,,,,,2208046856,,,,,,
2016-03-08T00:00:00,190033958,239140101,142118173,115316639,247155465,261986318,177013662,237379576,168482998,129639785,203582684,22559693,76251836,,,,,2210660888,,,,,,
2016-03-09T00:00:00,173957837,231784634,141876739,115183937,221923019,257435326,168568148,212917798,160419637,140033521,210478590,23366535,78753399,,,,,2136699120,,,,,,
2016-03-10T00:00:00,163064734,218607985,132516108,106122814,223695091,251871683,171328191,213904424,156072585,123902378,198544147,21433184,68807553,,,,,2049870877,,,,,,
2016-03-11T00:00:00,163115161,200288864,120038978,93096781,218507639,215136272,167220475,212845476,140783400,114115600,171615939,19931133,67370966,,,,,1904066684,,,,,,
2016-03-12T00:00:00,151102506,173797929,102947237,78567113,200024935,198018718,139428875,200986280,134153370,102708403,144933701,17850631,59559740,,,,,1704079438,,,,,,
2016-03-13T00:00:00,151048597,171724367,96216114,71324087,204121543,163454142,127635129,202357750,133973785,99132821,134186341,15354973,50994544,,,,,1621524193,,,,,,
2016-03-14T00:00:00,155439290,188043794,107723983,83239732,215412174,194457650,129034415,211186403,139738820,112380175,162724164,17871410,61245569,,,,,1778497579,,,,,,
2016-03-15T00:00:00,168518313,207971155,119894593,97852587,226608269,198990473,153993947,220462217,143448260,113242534,173533317,17773788,62970009,,,,,1905259462,,,,,,
2016-03-16T00:00:00,161039794,195751583,113430555,98014297,219914434,198133736,155771693,213136709,137215658,109455614,164537908,17865236,59889339,,,,,1844156556,,,,,,
2016-03-17T00:00:00,152162643,189937168,105567813,90662833,204408314,193200326,154568788,197084422,132103161,106959222,164420773,19012977,59323839,,,,,1769412279,,,,,,
2016-03-18T00:00:00,172385774,216616252,122881206,96055149,233377807,223338340,160972350,229228495,161612796,125192349,193733506,21753976,65790640,,,,,2022938640,,,,,,
2016-03-19T00:00:00,159740462,196439640,115190654,92481442,216085943,209680443,134582510,213632206,145778095,120615030,172395749,19945837,65630017,,,,,1862198028,,,,,,
2016-03-20T00:00:00,142607728,158997365,93073464,79744377,200247792,177733955,123355369,198792742,138888820,117308877,147161856,17906366,65249636,,,,,1661068347,,,,,,
2016-03-21T00:00:00,144929747,186444073,107124332,80992113,193514238,210659341,135059377,182343560,122252801,103534109,169469017,20426370,59729710,,,,,1716478788,,,,,,
2016-03-22T00:00:00,135596526,186172959,110207545,83194309,177749815,203659475,131405410,164402387,119915521,107214207,162845584,19443515,61529078,,,,,1663336331,,,,,,
2016-03-23T00:00:00,143936543,187398376,114963639,88709719,186837143,210513420,141382654,172890293,123501687,106756151,163367778,19256072,59196138,,,,,1718709613,,,,,,
2016-03-24T00:00:00,142230493,188264249,111522054,89541795,188828706,207178067,147074707,179856447,128976577,110224706,163097495,18911074,62436824,,,,,1738143194,,,,,,
2016-03-25T00:00:00,109260934,136711581,82983008,69913417,149289971,161287933,133291743,140002918,95421396,81123522,119273041,15343017,47058617,,,,,1340961098,,,,,,
2016-03-26T00:00:00,124556286,154569881,92193572,74601259,163623856,176357481,135758685,160628874,110512024,93131464,135500686,16416679,54125175,,,,,1491975922,,,,,,
2016-03-27T00:00:00,123757396,150489663,92898651,76380933,168052120,184472345,134416955,163255537,112330798,92721987,133371462,17286456,53042238,,,,,1502476541,,,,,,
2016-03-28T00:00:00,138937274,177563550,112355056,86964829,186523428,207700054,139209941,173361973,118921615,98231967,151806857,18525523,54555314,,,,,1664657381,,,,,,
2016-03-29T00:00:00,138623465,186789192,115207566,87735455,187761279,222313924,148250963,171878802,125347242,109698326,161098927,19049758,64110799,,,,,1737865698,,,,,,
2016-03-30T00:00:00,128575993,169067778,107895742,84458595,176002954,205294098,147251666,162255093,116526009,99203460,149363855,17620093,56613143,,,,,1620128479,,,,,,
2016-03-31T00:00:00,124195166,158711920,98255738,80729452,168731148,180947032,138003092,156819701,112217702,93243498,140178932,16367975,54351611,,,,,1522752967,,,,,,
2016-04-01T00:00:00,128306245,176375743,114467712,97898339,169959950,221296554,158576123,158643305,111914639,102046744,155275426,20535838,60977617,,,,,1676274235,,,,,,
2016-04-02T00:00:00,101021508,139811745,96737510,79388633,141005907,187465820,122072824,135683658,88947974,78962770,119067586,17079494,48930913,,,,,1356176342,,,,,,
2016-04-03T00:00:00,90126279,119841721,78886409,67482307,129163110,152292714,124037094,120341380,87164014,77883021,104267220,15358052,50439687,,,,,1217283008,,,,,,
2016-04-04T00:00:00,101236722,131173282,82150262,76110341,142891503,155087766,141428340,131503706,97453543,82768264,117474935,14924782,48213097,,,,,1322416543,,,,,,
2016-04-05T00:00:00,97123312,142576904,94006538,78669795,135486792,169530472,130885524,127601255,92618914,76247576,123859186,14673292,44032444,,,,,1327312004,,,,,,
2016-04-06T00:00:00,119673693,163966273,104277474,84781660,163215753,198032339,139562743,154962299,108773077,86375931,141089991,16591628,52028930,,,,,1533331791,,,,,,
2016-04-07T00:00:00,135108876,170756251,101486861,81009693,186182258,191714492,129347717,176552516,123308391,98208932,152083457,17353922,57292079,,,,,1620405445,,,,,,
2016-04-08T00:00:00,118968855,145036957,87128963,74713338,166030227,166597537,127151137,156942716,107345318,87392530,131438327,15547209,50678640,,,,,1434971754,,,,,,
2016-04-09T00:00:00,122331095,142305979,84152212,68771197,165162861,171675902,119957867,162888892,105308134,90806469,127692606,15701407,51520542,,,,,1428275163,,,,,,
2016-04-10T00:00:00,118243749,144533871,86513393,63574229,161810464,169896418,123945259,154308384,110549079,95924023,132136432,15750046,54253337,,,,,1431438684,,,,,,
2016-04-11T00:00:00,104436913,142862243,91785650,75740545,149000843,175139914,146697271,136306534,105166232,90267500,137663637,16474575,55348877,,,,,1426890734,,,,,,
2016-04-12T00:00:00,102427568,146254914,98955543,87155780,129707794,179123881,153529816,111849191,88504082,76393324,117714305,14394319,46004386,,,,,1352014903,,,,,,
2016-04-13T00:00:00,90441051,120746429,85432652,82365146,122435991,148266232,149580070,111623899,80568000,68657170,102271878,13259032,43884593,,,,,1219532143,,,,,,
2016-04-14T00:00:00,86933630,130891440,91690662,86752217,115527045,160266659,134934712,103583931,74971591,66701837,104162408,13738463,39101018,,,,,1209255613,,,,,,
2016-04-15T00:00:00,111708963,161711008,98955231,94009324,138173706,183636391,149759252,126721291,94453929,76322478,140496271,16842700,44387573,,,,,1437178117,,,,,,
2016-04-16T00:00:00,134117594,166974837,103004534,91582626,172535025,182252938,142727761,163862008,113523823,85603655,138923702,16167225,47598765,,,,,1558874493,,,,,,
2016-04-17T00:00:00,120786103,145375299,92166219,79359155,162317240,166456941,142406818,154922234,107568699,81578349,124883098,15284641,47450568,,,,,1440555364,,,,,,
2016-04-18T00:00:00,128056306,168519271,98870003,72820634,169025864,183241971,131050391,155994319,114586726,94192222,143111786,16205423,54415631,,,,,1530090547,,,,,,
2016-04-19T00:00:00,95797024,126833578,79332548,65878892,133031834,140724510,112492624,121383770,87136404,72182898,102909696,13145242,40838262,,,,,1191687282,,,,,,
2016-04-20T00:00:00,98455837,117372491,69571634,57695669,138493194,119558029,99132770,126267248,82566675,67929718,95642873,11470111,36692708,,,,,1120848957,,,,,,
2016-04-21T00:00:00,103370161,118627819,72446926,56064270,140801602,109346431,93662242,128262831,83809610,74139501,101190947,11159580,43823897,,,,,1136705817,,,,,,
2016-04-22T00:00:00,123008608,141588236,83021857,64024033,167983126,133019779,110156587,158287740,107685797,88927421,124537131,12276731,53402677,,,,,1367919723,,,,,,
2016-04-23T00:00:00,121313305,141028029,85588433,73621137,164092222,142604041,121786711,161138762,104168942,76221824,116623173,12425630,42714614,,,,,1363326823,,,,,,
2016-04-24T00:00:00,129122762,146700834,90831173,74087060,172693177,167112756,109715768,171861748,103813827,74036281,126135521,13227964,40843533,,,,,1420182404,,,,,,
2016-04-25T00:00:00,146628722,175578845,103313211,85664495,185416614,178427880,136721701,176616451,110693375,82798130,139580974,15580780,47818793,,,,,1584839971,,,,,,
2016-04-26T00:00:00,153918545,193032355,115471735,98806326,196932113,193938927,150936347,185626583,120498401,92296423,157763632,17195189,51961930,,,,,1728378506,,,,,,
2016-04-27T00:00:00,139432406,188617356,116514248,99071038,187221045,190604215,141702867,176158238,122002929,95543569,154928573,17535593,56104389,,,,,1685436466,,,,,,
2016-04-28T00:00:00,134939163,194385771,120400055,102523082,178669341,225502228,163086327,164643208,119123676,96725693,164231676,20248755,58948890,,,,,1743427865,,,,,,
